uf,ano,mes,produto,volume_anp_m3,volume_l,preco_rs_l,aliquota,n_vigencias_no_mes,deducao_rs,ato,formula,fonte
CE,2024,12,ETANOL_HIDRATADO,18327.948,18327948.0,4.81,0.2,1,17631485.976,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-12 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,1,ETANOL_HIDRATADO,18902.786,18902786.0,4.78,0.2,1,18071063.416,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-01 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,2,ETANOL_HIDRATADO,12305.824,12305824.0,4.94,0.2,1,12158154.112000002,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-02 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,3,ETANOL_HIDRATADO,12856.203,12856203.0,5.07,0.2,1,13036189.842,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-03 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,4,ETANOL_HIDRATADO,14735.903,14735903.0,5.29,0.2,1,15590585.374000002,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-04 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,5,ETANOL_HIDRATADO,15722.378,15722378.0,5.31,0.2,1,16697165.435999999,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-05 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,6,ETANOL_HIDRATADO,14153.108,14153108.0,5.27,0.2,1,14917375.832,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-06 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,7,ETANOL_HIDRATADO,15357.098,15357098.0,5.25,0.2,1,16124952.9,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-07 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,8,ETANOL_HIDRATADO,14658.212,14658212.0,5.12,0.2,1,15010009.088,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-08 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,9,ETANOL_HIDRATADO,14196.557,14196557.0,4.99,0.2,1,14168163.886000002,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-09 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,10,ETANOL_HIDRATADO,15688.699,15688699.0,4.87,0.2,1,15280792.826,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-10 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,11,ETANOL_HIDRATADO,15133.258,15133258.0,4.65,0.2,1,14073929.940000001,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-11 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
CE,2025,12,ETANOL_HIDRATADO,18543.67,18543670.0,4.62,0.2,1,17134351.080000002,"Lei (CE) nº 18.305/2023 (modal 18%→20%, efeitos 01/01/2024) c/c Lei (CE) nº 18.665, de 28/12/2023 (nova lei do ICMS-CE) e Decreto (CE) nº 35.810, de 29/12/2023 (revoga o Decreto 35.286/2023, que fixava alíquota específica do AEHC)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2025-12 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,1,ETANOL_HIDRATADO,25894.6,25894600.0,3.46,0.13,1,11647391.08,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-01 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,2,ETANOL_HIDRATADO,32664.6,32664600.0,3.58,0.13,1,15202104.84,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-02 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,3,ETANOL_HIDRATADO,38779.0,38779000.0,3.55,0.13,1,17896508.5,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-03 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,4,ETANOL_HIDRATADO,33997.5,33997500.0,3.92,0.13,1,17325126.0,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-04 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,5,ETANOL_HIDRATADO,29894.4,29894400.0,3.91,0.13,1,15195323.520000001,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-05 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,6,ETANOL_HIDRATADO,32024.3,32024300.0,3.86,0.13,1,16069793.74,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-06 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,7,ETANOL_HIDRATADO,33523.3,33523300.000000004,4.02,0.13,1,17519276.580000002,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-07 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
DF,2024,8,ETANOL_HIDRATADO,32304.594,32304594.0,4.18,0.13,1,17554316.3796,"Decreto (DF) nº 43.633, de 08/08/2022 — 'fica fixada em 13% a alíquota do ICMS incidente sobre as operações internas com etanol hidratado combustível - EHC' (art. 4º da EC 123/2022); convalidado retroativamente pela Lei (DF) nº 7.830, de 23/12/2025 (alínea 'k' do inciso II do art. 18 da Lei 1.254/1996)",deducao_rs = volume_anp_m3 ×1000 L/m³ × preco_medio_revenda_ANP-SLP × carga ad valorem vigente em 2024-08 (R$ correntes),"ANP, Vendas de derivados de petróleo e biocombustíveis por UF (m³, mensal), https://www.gov.br/anp/pt-br/centrais-de-conteudo/dados-abertos/vendas-de-derivados-de-petroleo-e-biocombustiveis; cache local data/raw/anp/vendas-combustiveis-m3-1990-2025.csv | ANP-SLP, Série Histórica do Levantamento de Preços — Mensal — Estados (preço médio de revenda, R$/l), https://www.gov.br/anp/pt-br/assuntos/precos-e-defesa-da-concorrencia/precos/precos-revenda-e-de-distribuicao-combustiveis/serie-historica-do-levantamento-de-precos; cache local data/raw/anp_precos/mensal-estados-desde-jan2013.xlsx | Carga ad valorem do ICMS sobre o EHC por UF (alíquota específica, base reduzida ou modal — ato normativo citado linha a linha): tabela de vigências data/inputs/icms_etanol_hidratado_vigencias.csv"
